# ----------------------------------------
# All Web Site Data
# Pages
# 20140201-20140531
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/?s=patrick+reilly&submit=Search,2,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=school&submit=Search,2,2,00:00:13,0,0.00%,0.00%,$0.00
/?s=schweitzer&submit=Search,2,2,00:00:10,0,0.00%,0.00%,$0.00
/?s=Stapleton&submit=Search,2,2,00:00:00,1,100.00%,100.00%,$0.00
/?s=Theresa&submit=Search,2,1,00:00:18,0,0.00%,50.00%,$0.00
/2013/06/20/bike-sharing-expands-in-the-windy-city/,2,2,00:00:42,0,0.00%,0.00%,$0.00
/2013/06/24/kerrys-push-for-peace/,2,1,00:01:00,1,0.00%,50.00%,$0.00
/2013/10/22/wail-to-the-chief/,2,2,00:00:10,1,100.00%,50.00%,$0.00
/2014/01/,2,2,00:00:00,2,100.00%,100.00%,$0.00
/2014/01/31/,2,2,00:00:00,2,100.00%,100.00%,$0.00
/2014/04/14/riding-with-strangers-regulating-ride-sharing-in-chicago-and-illinois/?fb_comment_id=fbc_326803470808897_1093585_327103184112259,2,1,00:04:26,1,0.00%,50.00%,$0.00
/author/angelaclg/,2,2,00:00:06,1,100.00%,50.00%,$0.00
/author/cartoonists/,2,2,00:00:00,0,0.00%,100.00%,$0.00
/author/erodnianski/,2,2,00:00:00,1,100.00%,100.00%,$0.00
/author/kaanulgen/page/2/,2,1,00:00:03,0,0.00%,0.00%,$0.00
/author/staff/,2,2,00:00:08,0,0.00%,50.00%,$0.00
/author/tgantz/,2,2,00:00:18,2,50.00%,50.00%,$0.00
/category/columns/supremecourtspotlight/page/3/,2,1,00:00:04,0,0.00%,0.00%,$0.00
/category/national/education/page/3/,2,2,00:00:10,0,0.00%,50.00%,$0.00
/category/national/page/6/,2,2,00:01:00,0,0.00%,0.00%,$0.00
/category/national/page/8/,2,2,00:00:47,0,0.00%,0.00%,$0.00
/category/world/page/13/,2,2,00:00:05,0,0.00%,50.00%,$0.00
/wp-content/uploads/2013/10/Vladimir-Putin-1024x678.jpg,2,1,00:00:07,1,0.00%,50.00%,$0.00
/wp-login,2,1,00:00:05,0,0.00%,0.00%,$0.00
/?p=1003&preview=true,1,1,00:01:40,0,0.00%,0.00%,$0.00
/?p=1003&preview=true&preview_id=1003&preview_nonce=2e855f3f56&post_format=standard,1,1,00:00:29,0,0.00%,0.00%,$0.00
/?p=1031&preview=true&preview_id=1031&preview_nonce=599430d5dc&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=1041&preview=true&preview_id=1041&preview_nonce=cbcc728eb3&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=831&preview=true,1,1,00:00:39,0,0.00%,0.00%,$0.00
/?p=855&preview=true,1,1,00:00:38,0,0.00%,0.00%,$0.00
/?p=863&preview=true&preview_id=863&preview_nonce=a2c75907a3&post_format=standard,1,1,00:09:59,0,0.00%,0.00%,$0.00
/?p=893&preview=true,1,1,00:05:42,0,0.00%,0.00%,$0.00
/?p=893&preview=true&preview_id=893&preview_nonce=07e514698f&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=902&preview=true&preview_id=902&preview_nonce=a0e297e01c&post_format=standard,1,1,00:00:51,0,0.00%,0.00%,$0.00
/?p=908&preview=true&preview_id=908&preview_nonce=888501c549&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=922&preview=true&preview_id=922&preview_nonce=4c8a831937&post_format=standard,1,1,00:02:23,1,0.00%,0.00%,$0.00
/?p=941&preview=true&preview_id=941&preview_nonce=1eb0674b1f&post_format=standard,1,1,00:01:33,0,0.00%,0.00%,$0.00
/?p=946&preview=true,1,1,00:00:22,0,0.00%,0.00%,$0.00
/?p=985&preview=true&preview_id=985&preview_nonce=ea17de0b03&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=10/27&submit=Search,1,1,00:00:28,0,0.00%,0.00%,$0.00
/?s=Abortion&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=abortions&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=acai+price+increase&submit=Search,1,1,00:23:28,0,0.00%,0.00%,$0.00
/?s=Amin&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=Amnesty&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=Amos&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=anastasia&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=andrew+young&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=aneesa&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=angela&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=Angela+LaScala-Gruenewald&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=anna+mather&submit=Search,1,1,00:00:22,0,0.00%,0.00%,$0.00
/?s=anne+frank&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=apratim&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=banksy&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=bernie+sanders&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=bianism&submit=Search,1,1,00:00:38,0,0.00%,0.00%,$0.00
/?s=billy+fairless,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=blobaum&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=carmen+marti&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=carmin+chapell&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=cartoon,1,1,00:00:14,0,0.00%,0.00%,$0.00
/?s=Cartoon&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=catherine+sun&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=charter+schools&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=chelsea&submit=Search,1,1,00:01:01,0,0.00%,0.00%,$0.00
/?s=China&submit=Search,1,1,00:00:03,0,0.00%,0.00%,$0.00
/?s=chiraq&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=Christine+Schmidt&submit=Search,1,1,00:00:19,0,0.00%,0.00%,$0.00
/?s=cigarette&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=cigrattes&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=columns&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=culture&submit=Search,1,1,00:02:27,0,0.00%,0.00%,$0.00
/?s=desruisseaux&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=diego&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=Education&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=Emma+Herman&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=fcc&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=fleisher&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Fracking&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=grassley,1,1,00:00:02,0,0.00%,0.00%,$0.00
/?s=guy&submit=Search,1,1,00:00:14,0,0.00%,0.00%,$0.00
/?s=Guy&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=headwaters+economics&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=impact+of+acai+superfrit+non+local+consumers&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Indonesia-Australia&submit=Search,1,1,00:00:38,0,0.00%,0.00%,$0.00
/?s=institute+of+politics&submit=Search,1,1,00:00:40,0,0.00%,0.00%,$0.00
/?s=internet&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=interview&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=islam&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=jaiveer+mariwala&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=jared&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=jobs&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Joglekar&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Johnathan+Guy&submit=Search,1,1,00:00:58,0,0.00%,0.00%,$0.00
/?s=johnson+county,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=jon+favreau&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=kaan&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=kashmir&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=kasim&submit=Search,1,1,00:00:24,1,0.00%,0.00%,$0.00
/?s=kasim+reed&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=kelly+frye&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=kevin+shi&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=kirk+lancaster&submit=Search,1,1,00:00:28,0,0.00%,0.00%,$0.00
/?s=koch&submit=Search,1,1,00:03:50,0,0.00%,0.00%,$0.00
/?s=leto&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=Linton&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=liz&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=login&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=luke+&submit=Search,1,1,00:00:17,0,0.00%,0.00%,$0.00
/?s=Luke+Wetterstrom&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=mara&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=matthew+schweitzer&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=Max+Lupin&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=meetings&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=michel-ange&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=napal&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=Ned+pollard&submit=Search,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?s=nepal&submit=Search,1,1,00:00:14,0,0.00%,0.00%,$0.00
/?s=october+27&submit=Search,1,1,00:00:13,0,0.00%,0.00%,$0.00
/?s=pakistan&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=pappajohn&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=pappajohnb&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=pavli&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=pavlik&submit=Search,1,1,00:00:19,0,0.00%,0.00%,$0.00
/?s=podcast&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=putin&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=quinn&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=rutvik&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=Rutvik&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=sanders&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=schweitzer,1,1,00:00:32,0,0.00%,0.00%,$0.00
/?s=sexual+assault&submit=Search,1,1,00:00:17,0,0.00%,0.00%,$0.00
/?s=shayan&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=should+political+public++figures+have+privacy,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=simon&submit=Search,1,1,00:20:40,0,0.00%,0.00%,$0.00
/?s=smart&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Space&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=sports&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=syria&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=Tanner+Caplan&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=tanvi&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=tavish&submit=Search,1,1,00:00:05,1,0.00%,0.00%,$0.00
/?s=tesla&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=the&submit=Search,1,1,00:00:03,0,0.00%,0.00%,$0.00
/?s=the+&submit=Search,1,1,00:01:55,0,0.00%,0.00%,$0.00
/?s=the+wire&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=tobacco&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=tom+wood+&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Tommy+vietor&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=UCPU&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=ukraine&submit=Search,1,1,00:00:25,0,0.00%,0.00%,$0.00
/?s=vicki+yang&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=ward&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=wessen&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=why+lesibian+are+allowed+in+usa&submit=Search,1,1,00:01:44,0,0.00%,0.00%,$0.00
/?s=why+lesibians+in+africa&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=william+fernandez&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=Yuan&submit=Search,1,1,00:00:18,0,0.00%,0.00%,$0.00
/?s=zk&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/2013/10/16/debt-ceiling-debacle/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2013/10/22/,1,1,00:00:08,0,0.00%,0.00%,$0.00
/2013/11/13/the-true-meaning-of-the-shutstorm/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/2014/02/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2014/02/13/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/2014/02/24/de-blasio-promises-best-plan-for-universal-pre-k/?preview=true&preview_id=922&preview_nonce=4c8a831937&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/2014/03/04/chiraq-an-unbalanced-portrayal-of-drill-music/,1,1,00:01:54,0,0.00%,0.00%,$0.00
/2014/03/04/chiraq-an-unbalanced-portrayal-of-drill-music/?preview=true&preview_id=993&preview_nonce=077cfd7191&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/administrator/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/author/agautam/,1,1,00:00:05,0,0.00%,0.00%,$0.00
/author/agewirtz/,1,1,00:00:21,1,0.00%,0.00%,$0.00
/author/alinton/page/2/,1,1,00:00:03,0,0.00%,0.00%,$0.00
/author/alinton/page/3/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/author/aneri-amin/page/2/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/author/cfine/page/2/,1,1,00:00:14,0,0.00%,0.00%,$0.00
/author/etstone/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/author/jcolner/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/author/jhuber/,1,1,00:00:11,0,0.00%,0.00%,$0.00
/author/mgreen/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/author/onwanevu/,1,1,00:00:10,0,0.00%,0.00%,$0.00
/author/tyuan/,1,1,00:00:18,0,0.00%,0.00%,$0.00
/author/wwilcox/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/category/chicago/page/8/,1,1,00:00:09,0,0.00%,0.00%,$0.00
/category/columns/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/category/features/shatterzones/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/category/interviews/page/4/,1,1,00:00:18,0,0.00%,0.00%,$0.00
/category/national/page/7/,1,1,00:00:05,0,0.00%,0.00%,$0.00
/category/national/page/9/,1,1,00:00:04,0,0.00%,0.00%,$0.00
/category/world/asia/,1,1,00:00:11,0,0.00%,0.00%,$0.00
/category/world/middleeast/,1,1,00:00:08,0,0.00%,0.00%,$0.00
/category/world/middleeast/page/2/,1,1,00:00:09,0,0.00%,0.00%,$0.00
/category/world/middleeast/page/3/,1,1,00:00:40,0,0.00%,0.00%,$0.00
/do/show_picture.pl?c=bottom_frame&u=http://uchicagogate.com/2014/01/24/tommy-vietor-bridging-the-gap-between-the-public-and-the-classified/&udata=dc3c2d54207de83e01167f1c066c92ac&sp=9f1327ae6c7180b18f34f883675785ae&ts=MTM5ODk4Njc0Mw==,1,1,00:00:00,1,100.00%,100.00%,$0.00
/notified-LAC_Compliance?aHR0cDovL3VjaGljYWdvZ2F0ZS5jb20vMjAxNC8wMy8xOC9wcm90ZXN0cy1pbi12ZW5lenVlbGEv=,1,1,00:00:00,1,100.00%,100.00%,$0.00
/page/3/,1,1,00:00:06,0,0.00%,0.00%,$0.00
/README.txt,1,1,00:00:00,1,100.00%,100.00%,$0.00
/translate_c?depth=1&hl=ja&prev=/search?q=anti+japan+media+anne+frank+right+wing&start=20&sa=N&rlz=1C1LEND_jaJP586JP586&es_sm=122&biw=1176&bih=921&rurl=translate.google.co.jp&sl=en&u=http://uchicagogate.com/2014/03/17/vandalizing-the-diary-of-anne-frank-shift-of-sentiment-or-colossal-coincidence/&usg=ALkJrhhDC_vCI7FE6gqV4EagOtEKb7DcfQ,1,1,00:00:00,1,100.00%,100.00%,$0.00
/wp,1,1,00:00:00,0,0.00%,100.00%,$0.00
/wp_admin,1,1,00:01:06,1,0.00%,0.00%,$0.00
/wp_login,1,1,00:00:03,0,0.00%,0.00%,$0.00
/wp-admin/customize.php,1,1,00:00:00,0,0.00%,100.00%,$0.00
/wp-content/uploads/2013/08/donkey2.jpg,1,1,00:00:00,0,0.00%,100.00%,$0.00
/wp-content/uploads/2013/10/Hénin-Beaumont_-_Marine_Le_Pen_au_Parlement_des_Invisibles_le_dimanche_15_avril_2012_N1.jpg,1,1,00:00:00,1,100.00%,100.00%,$0.00
/wpadmin,1,1,00:00:00,0,0.00%,100.00%,$0.00
,"16,187","13,617",00:01:30,"8,266",67.38%,51.07%,$0.00

Day Index,Pageviews
2/1/14,90
2/2/14,174
2/3/14,175
2/4/14,64
2/5/14,119
2/6/14,148
2/7/14,115
2/8/14,82
2/9/14,125
2/10/14,236
2/11/14,176
2/12/14,133
2/13/14,133
2/14/14,50
2/15/14,160
2/16/14,147
2/17/14,156
2/18/14,134
2/19/14,149
2/20/14,108
2/21/14,77
2/22/14,87
2/23/14,100
2/24/14,339
2/25/14,263
2/26/14,223
2/27/14,123
2/28/14,109
3/1/14,110
3/2/14,117
3/3/14,244
3/4/14,213
3/5/14,260
3/6/14,238
3/7/14,105
3/8/14,81
3/9/14,38
3/10/14,211
3/11/14,207
3/12/14,111
3/13/14,94
3/14/14,65
3/15/14,43
3/16/14,81
3/17/14,149
3/18/14,170
3/19/14,469
3/20/14,109
3/21/14,91
3/22/14,37
3/23/14,56
3/24/14,99
3/25/14,93
3/26/14,40
3/27/14,74
3/28/14,55
3/29/14,114
3/30/14,77
3/31/14,154
4/1/14,155
4/2/14,84
4/3/14,104
4/4/14,126
4/5/14,133
4/6/14,159
4/7/14,196
4/8/14,99
4/9/14,79
4/10/14,90
4/11/14,95
4/12/14,71
4/13/14,115
4/14/14,149
4/15/14,159
4/16/14,120
4/17/14,93
4/18/14,112
4/19/14,197
4/20/14,103
4/21/14,164
4/22/14,131
4/23/14,146
4/24/14,97
4/25/14,90
4/26/14,69
4/27/14,161
4/28/14,215
4/29/14,385
4/30/14,186
5/1/14,187
5/2/14,185
5/3/14,58
5/4/14,123
5/5/14,196
5/6/14,139
5/7/14,99
5/8/14,95
5/9/14,142
5/10/14,139
5/11/14,293
5/12/14,242
5/13/14,213
5/14/14,126
5/15/14,144
5/16/14,78
5/17/14,92
5/18/14,189
5/19/14,91
5/20/14,134
5/21/14,112
5/22/14,62
5/23/14,79
5/24/14,77
5/25/14,59
5/26/14,76
5/27/14,58
5/28/14,205
5/29/14,118
5/30/14,121
5/31/14,172
,"16,187"

