# ----------------------------------------
# All Web Site Data
# Pages
# 20130524-20140602
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/author/astapleton/page/3/,5,5,00:00:06,0,0.00%,60.00%,$0.00
/author/etstone/,5,5,00:00:07,0,0.00%,40.00%,$0.00
/author/jthowry/page/3/,5,5,00:00:05,0,0.00%,20.00%,$0.00
/author/lwetterstrom/page/2/,5,5,00:00:10,1,0.00%,0.00%,$0.00
/author/mpavlik/,5,4,00:00:06,1,100.00%,80.00%,$0.00
/category/chicago/page/6/,5,4,00:00:06,0,0.00%,0.00%,$0.00
/category/world/asia/,5,4,00:01:46,0,0.00%,20.00%,$0.00
/join/?preview=true&preview_id=159&preview_nonce=2ab0e4d1ba,5,1,00:04:56,0,0.00%,20.00%,$0.00
/?p=270&preview=true&preview_id=270&preview_nonce=1accabbf74&post_format=standard,4,2,00:00:56,0,0.00%,0.00%,$0.00
/?p=445&preview=true&preview_id=445&preview_nonce=4d3985c81a&post_format=standard,4,1,00:02:21,1,0.00%,25.00%,$0.00
/?p=514&preview=true&preview_id=514&preview_nonce=37fd223899&post_format=standard,4,1,00:01:21,0,0.00%,25.00%,$0.00
/?p=971&preview=true&preview_id=971&preview_nonce=06662a8e73&post_format=standard,4,1,00:06:28,0,0.00%,0.00%,$0.00
/?s=abortion&submit=Search,4,4,00:00:08,0,0.00%,50.00%,$0.00
/?s=aidan&submit=Search,4,4,00:00:06,0,0.00%,25.00%,$0.00
/?s=aneri&submit=Search,4,3,00:00:10,0,0.00%,25.00%,$0.00
/?s=dilalla&submit=Search,4,4,00:03:48,0,0.00%,0.00%,$0.00
/?s=egypt&submit=Search,4,3,00:00:04,0,0.00%,25.00%,$0.00
/?s=mara&submit=Search,4,3,00:00:10,0,0.00%,0.00%,$0.00
/2013/10/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/2013/10/27/introducing-rxeform/?preview=true&preview_id=309&preview_nonce=88046aa606&post_format=standard,4,1,00:00:22,0,0.00%,0.00%,$0.00
/2013/11/18/feinstein-stands-by-the-nsa/?preview=true&preview_id=636&preview_nonce=1de4e9b58d&post_format=standard,4,1,00:00:15,0,0.00%,0.00%,$0.00
/2014/,4,4,00:00:00,4,100.00%,100.00%,$0.00
/2014/01/22/introducing-supreme-court-spotlight-2/?preview=true&preview_id=733&preview_nonce=ea4dbdea3a&post_format=standard,4,1,00:00:19,0,0.00%,0.00%,$0.00
/author/astapleton/page/4/,4,3,00:00:09,0,0.00%,25.00%,$0.00
/author/mlupin/,4,4,00:00:35,2,100.00%,50.00%,$0.00
/author/tcaplan/,4,4,00:00:00,0,0.00%,100.00%,$0.00
/category/columns/culture/page/3/,4,3,00:00:18,0,0.00%,0.00%,$0.00
/wp-admin/customize.php,4,4,00:03:59,0,0.00%,50.00%,$0.00
/?p=453&preview=true&preview_id=453&preview_nonce=efa23b3812&post_format=standard,3,1,00:01:34,0,0.00%,0.00%,$0.00
/?p=681&preview=true&preview_id=681&preview_nonce=809a40c621&post_format=standard,3,1,00:00:20,0,0.00%,33.33%,$0.00
/?p=724&preview=true&preview_id=724&preview_nonce=9ed31d5300&post_format=standard,3,1,00:06:46,0,0.00%,0.00%,$0.00
/?p=737&preview=true,3,1,00:03:26,0,0.00%,0.00%,$0.00
/?p=885&preview=true,3,1,00:01:06,1,0.00%,0.00%,$0.00
/?p=962&preview=true&preview_id=962&preview_nonce=7d03651fc8&post_format=standard,3,1,00:01:28,0,0.00%,0.00%,$0.00
/?p=971&preview=true,3,1,00:01:46,0,0.00%,33.33%,$0.00
/?s=anastasia+kaiser&submit=Search,3,2,00:00:20,0,0.00%,0.00%,$0.00
/?s=aneri,3,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=angela&submit=Search,3,3,00:00:07,0,0.00%,0.00%,$0.00
/?s=arjun&submit=Search,3,3,00:00:07,0,0.00%,0.00%,$0.00
/?s=christine+schmidt&submit=Search,3,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=citizens+united&submit=Search,3,1,00:00:27,0,0.00%,0.00%,$0.00
/?s=gillespie&submit=Search,3,2,00:01:23,0,0.00%,0.00%,$0.00
/?s=joglekar&submit=Search,3,2,00:00:16,0,0.00%,0.00%,$0.00
/?s=nadav&submit=Search,3,3,00:00:10,0,0.00%,33.33%,$0.00
/?s=nadav+klein&submit=Search,3,2,00:00:05,0,0.00%,0.00%,$0.00
/?s=post+war+watch&submit=Search,3,1,00:00:17,0,0.00%,0.00%,$0.00
/?s=quinoa&submit=Search,3,3,00:00:11,0,0.00%,33.33%,$0.00
/?s=Rodnianski&submit=Search,3,1,00:00:17,0,0.00%,0.00%,$0.00
/?s=Thomas+Wood&submit=Search,3,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=wetterstrom&submit=Search,3,3,00:05:59,1,0.00%,33.33%,$0.00
/2013/09/30/interview-george-packer/?preview=true&preview_id=196&preview_nonce=df53843833&post_format=standard,3,1,00:02:54,0,0.00%,0.00%,$0.00
/2013/10/22/,3,3,00:00:08,2,100.00%,66.67%,$0.00
/2013/10/27/introducing-rxeform/?preview=true&preview_id=309&preview_nonce=4668a525f2&post_format=standard,3,1,00:02:32,0,0.00%,0.00%,$0.00
/2014/01/,3,3,00:00:00,3,100.00%,100.00%,$0.00
/author/cfine/page/2/,3,3,00:00:08,0,0.00%,0.00%,$0.00
/author/mgreen/,3,3,00:05:58,2,50.00%,66.67%,$0.00
/author/wwilcox/,3,2,00:00:33,2,50.00%,33.33%,$0.00
/author/zkessler/,3,3,00:00:20,3,66.67%,66.67%,$0.00
/category/chicago/page/7/,3,3,00:02:26,0,0.00%,0.00%,$0.00
/category/columns/rxeform/page/4/,3,2,00:00:04,0,0.00%,0.00%,$0.00
/category/features/shatterzones/,3,3,00:01:40,1,100.00%,33.33%,$0.00
/category/national/business/page/2/,3,2,00:00:04,0,0.00%,0.00%,$0.00
/category/opinion/page/4/,3,3,00:00:10,0,0.00%,0.00%,$0.00
/category/world/middleeast/,3,3,00:00:12,0,0.00%,33.33%,$0.00
/category/world/page/10/,3,3,00:00:06,0,0.00%,0.00%,$0.00
/category/world/page/11/,3,3,00:00:33,0,0.00%,0.00%,$0.00
/category/world/page/12/,3,3,00:00:50,0,0.00%,0.00%,$0.00
/page/3/,3,3,00:00:15,0,0.00%,0.00%,$0.00
/rxeform/,3,1,00:00:12,0,0.00%,0.00%,$0.00
/wp-c,3,1,00:00:49,1,0.00%,33.33%,$0.00
/?p=227&preview=true,2,1,00:00:28,0,0.00%,0.00%,$0.00
/?p=245&preview=true,2,2,00:02:30,0,0.00%,0.00%,$0.00
/?p=245&preview=true&preview_id=245&preview_nonce=0c3c8256af&post_format=standard,2,1,00:00:14,0,0.00%,0.00%,$0.00
/?p=252&preview=true,2,1,00:02:10,0,0.00%,50.00%,$0.00
/?p=282&preview=true,2,1,00:02:37,0,0.00%,0.00%,$0.00
/?p=282&preview=true&preview_id=282&preview_nonce=39d159accf&post_format=standard,2,1,00:03:00,0,0.00%,0.00%,$0.00
/?p=291&preview=true&preview_id=291&preview_nonce=6c55fcc4a2&post_format=standard,2,1,00:02:36,0,0.00%,0.00%,$0.00
/?p=346&preview=true&preview_id=346&preview_nonce=c69852406e&post_format=standard,2,1,00:11:15,0,0.00%,0.00%,$0.00
/?p=358&preview=true&preview_id=358&preview_nonce=c8908303f9&post_format=standard,2,1,00:00:20,0,0.00%,50.00%,$0.00
/?p=402&preview=true,2,2,00:09:21,0,0.00%,0.00%,$0.00
/?p=531&preview=true&preview_id=531&preview_nonce=4911f4d81a&post_format=standard,2,1,00:01:19,0,0.00%,50.00%,$0.00
/?p=535&preview=true&preview_id=535&preview_nonce=da92698c3f&post_format=standard,2,1,00:03:36,0,0.00%,0.00%,$0.00
/?p=541&preview=true&preview_id=541&preview_nonce=cb913925fd&post_format=standard,2,1,00:01:31,0,0.00%,0.00%,$0.00
/?p=607&preview=true&preview_id=607&preview_nonce=b19ff2df1b&post_format=standard,2,1,00:04:00,0,0.00%,0.00%,$0.00
/?p=636&preview=true,2,1,00:00:23,0,0.00%,0.00%,$0.00
/?p=766&preview=true&preview_id=766&preview_nonce=72f09d4ace&post_format=standard,2,1,00:01:57,0,0.00%,0.00%,$0.00
/?p=823&preview=true&preview_id=823&preview_nonce=6cab3eebf3&post_format=standard,2,1,00:01:15,0,0.00%,50.00%,$0.00
/?p=835&preview=true,2,1,00:02:32,0,0.00%,0.00%,$0.00
/?p=934&preview=true&preview_id=934&preview_nonce=2d66a44bcd&post_format=standard,2,1,00:10:39,1,0.00%,0.00%,$0.00
/?s=amos+gewirtz&submit=Search,2,2,00:00:09,0,0.00%,0.00%,$0.00
/?s=aneesa&submit=Search,2,2,00:00:07,0,0.00%,0.00%,$0.00
/?s=banksy&submit=Search,2,2,00:00:08,0,0.00%,50.00%,$0.00
/?s=beckoff&submit=Search,2,2,00:00:05,0,0.00%,50.00%,$0.00
/?s=Colner&submit=Search,2,2,00:00:19,0,0.00%,50.00%,$0.00
/?s=Cubukcu,2,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=desruisseaux&submit=Search,2,2,00:00:04,0,0.00%,50.00%,$0.00
/?s=dillala&submit=Search,2,2,00:00:03,0,0.00%,0.00%,$0.00
/?s=Ellen+Rodnianski&submit=Search,2,1,00:00:23,0,0.00%,0.00%,$0.00
/?s=emma+herman&submit=Search,2,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=fleisher&submit=Search,2,2,00:00:10,0,0.00%,50.00%,$0.00
/?s=Fran+Hurley&submit=Search,2,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=france&submit=Search,2,2,00:00:16,0,0.00%,50.00%,$0.00
/?s=games&submit=Search,2,1,00:03:06,0,0.00%,50.00%,$0.00
/?s=gautam&submit=Search,2,2,00:23:18,0,0.00%,50.00%,$0.00
/?s=grannan&submit=Search,2,2,00:00:05,0,0.00%,0.00%,$0.00
/?s=Indonesia&submit=Search,2,1,00:00:12,0,0.00%,50.00%,$0.00
/?s=jonathan+guy&submit=Search,2,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=kaan&submit=Search,2,2,00:00:21,0,0.00%,50.00%,$0.00
/?s=kelly+frye&submit=Search,2,2,00:00:11,0,0.00%,50.00%,$0.00
/?s=kessler&submit=Search,2,2,00:00:06,0,0.00%,50.00%,$0.00
/?s=kirk&submit=Search,2,2,00:00:25,0,0.00%,0.00%,$0.00
/?s=marine+le+pen&submit=Search,2,2,00:00:04,0,0.00%,0.00%,$0.00
/?s=mickey+desruisseaux&submit=Search,2,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=Ned&submit=Search,2,2,00:00:00,1,100.00%,100.00%,$0.00
/?s=Ned+pollard&submit=Search,2,2,00:00:00,1,100.00%,100.00%,$0.00
/?s=patrick&submit=Search,2,2,00:00:04,0,0.00%,50.00%,$0.00
/?s=patrick+reilly&submit=Search,2,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=rohingya&submit=Search,2,2,00:00:08,0,0.00%,50.00%,$0.00
/?s=school&submit=Search,2,2,00:00:13,0,0.00%,0.00%,$0.00
/?s=schweitzer,2,2,00:00:22,0,0.00%,0.00%,$0.00
/?s=schweitzer&submit=Search,2,2,00:00:10,0,0.00%,0.00%,$0.00
/?s=Sex&submit=Search,2,1,00:00:20,0,0.00%,50.00%,$0.00
/?s=Stapleton&submit=Search,2,2,00:00:00,1,100.00%,100.00%,$0.00
/?s=supreme+court&submit=Search,2,1,00:00:43,0,0.00%,0.00%,$0.00
/?s=Theresa&submit=Search,2,1,00:00:18,0,0.00%,50.00%,$0.00
/?s=Tom+Wood&submit=Search,2,2,00:00:09,0,0.00%,0.00%,$0.00
/?s=vicki+yang&submit=Search,2,2,00:00:04,0,0.00%,50.00%,$0.00
/?s=wessan&submit=Search,2,1,00:00:03,0,0.00%,0.00%,$0.00
/?s=zero+dark+thirty&submit=Search,2,2,00:00:08,0,0.00%,0.00%,$0.00
/2013,2,2,00:00:00,2,100.00%,100.00%,$0.00
/2013/11/10/patrolling-the-worlds-most-complicated-frontier/?preview=true&preview_id=490&preview_nonce=6e875cec53&post_format=standard,2,1,00:01:37,0,0.00%,0.00%,$0.00
/2013/11/12/farah-al-haddad-interview/?preview=true&preview_id=514&preview_nonce=61837ad3d2&post_format=standard,2,1,00:00:23,0,0.00%,0.00%,$0.00
/2013/11/15/,2,2,00:00:00,2,100.00%,100.00%,$0.00
/2013/11/15/superfood-to-the-rescue,2,2,00:00:00,2,100.00%,100.00%,$0.00
/2013/11/21/claire-mccaskill-a-leading-voice-on-both-sides-of-the-aisle/?preview=true&preview_id=597&preview_nonce=c4de61b416&post_format=standard,2,1,00:01:24,0,0.00%,0.00%,$0.00
/2013/12/,2,2,00:00:00,2,100.00%,100.00%,$0.00
/2013/12/01/jon-favreau-the-voice-behind-a-generational-voice,2,2,00:00:00,2,100.00%,100.00%,$0.00
/2013/12/06/instagram-featuring-dictators/?preview=true&preview_id=681&preview_nonce=5fb79cbd11&post_format=standard,2,2,00:04:00,0,0.00%,0.00%,$0.00
/2014/01/31/,2,2,00:00:00,2,100.00%,100.00%,$0.00
/2014/04/14/riding-with-strangers-regulating-ride-sharing-in-chicago-and-illinois/?fb_comment_id=fbc_326803470808897_1093585_327103184112259,2,1,00:04:26,1,0.00%,50.00%,$0.00
/author/angelaclg/,2,2,00:00:06,1,100.00%,50.00%,$0.00
/author/cartoonists/,2,2,00:00:00,0,0.00%,100.00%,$0.00
/author/kaanulgen/page/2/,2,1,00:00:03,0,0.00%,0.00%,$0.00
/author/staff/,2,2,00:00:08,0,0.00%,50.00%,$0.00
/category/columns/supremecourtspotlight/page/3/,2,1,00:00:04,0,0.00%,0.00%,$0.00
/category/features/rxeform/,2,2,00:00:04,0,0.00%,0.00%,$0.00
/category/features/science/,2,2,00:00:04,0,0.00%,0.00%,$0.00
/category/interviews/page/4/,2,2,00:00:18,0,0.00%,50.00%,$0.00
/category/national/education/page/3/,2,2,00:00:10,0,0.00%,50.00%,$0.00
/category/national/page/6/,2,2,00:01:00,0,0.00%,0.00%,$0.00
/category/national/page/8/,2,2,00:00:47,0,0.00%,0.00%,$0.00
/category/world/europe/,2,1,00:00:22,0,0.00%,0.00%,$0.00
/category/world/page/13/,2,2,00:00:05,0,0.00%,50.00%,$0.00
/join/?preview=true&preview_id=159&preview_nonce=cd59e549fd,2,1,00:00:18,0,0.00%,0.00%,$0.00
/wp-content/uploads/2013/10/Vladimir-Putin-1024x678.jpg,2,1,00:00:07,1,0.00%,50.00%,$0.00
/wp-login,2,1,00:00:05,0,0.00%,0.00%,$0.00
/?p=1003&preview=true,1,1,00:01:40,0,0.00%,0.00%,$0.00
/?p=1003&preview=true&preview_id=1003&preview_nonce=2e855f3f56&post_format=standard,1,1,00:00:29,0,0.00%,0.00%,$0.00
/?p=1031&preview=true&preview_id=1031&preview_nonce=599430d5dc&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=1041&preview=true&preview_id=1041&preview_nonce=cbcc728eb3&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=262&preview=true,1,1,00:01:42,1,0.00%,0.00%,$0.00
/?p=275&preview=true,1,1,00:01:59,0,0.00%,0.00%,$0.00
/?p=285&preview=true&preview_id=285&preview_nonce=94eb77a136&post_format=standard,1,1,00:04:14,0,0.00%,0.00%,$0.00
/?p=332&preview=true&preview_id=332&preview_nonce=7c72c46d94&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=340&preview=true,1,1,00:01:06,1,0.00%,0.00%,$0.00
/?p=354&preview=true&preview_id=354&preview_nonce=24b7273e48&post_format=standard,1,1,00:02:17,0,0.00%,0.00%,$0.00
/?p=373&preview=true&preview_id=373&preview_nonce=f318f3d410&post_format=standard,1,1,00:01:23,1,0.00%,0.00%,$0.00
/?p=445&preview=true&preview_id=445&preview_nonce=22710480a6&post_format=standard,1,1,00:01:40,1,0.00%,0.00%,$0.00
/?p=470&preview=true&preview_id=470&preview_nonce=0c7ca31291&post_format=standard,1,1,00:00:17,0,0.00%,0.00%,$0.00
/?p=526&preview=true&preview_id=526&preview_nonce=8bcfc95e52&post_format=standard,1,1,00:01:30,0,0.00%,0.00%,$0.00
/?p=535&preview=true,1,1,00:00:28,0,0.00%,0.00%,$0.00
/?p=541&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=552&preview=true&preview_id=552&preview_nonce=e7bd73ecf8&post_format=standard,1,1,00:17:14,0,0.00%,0.00%,$0.00
/?p=556&preview=true&preview_id=556&preview_nonce=15ccb3990e&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=569&preview=true&preview_id=569&preview_nonce=16f3284106&post_format=standard,1,1,00:00:39,0,0.00%,0.00%,$0.00
/?p=572&preview=true,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?p=572&preview=true&preview_id=572&preview_nonce=1180956d8b&post_format=standard,1,1,00:01:45,0,0.00%,0.00%,$0.00
/?p=581&preview=true,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?p=588&preview=true,1,1,00:16:14,1,0.00%,0.00%,$0.00
/?p=588&preview=true&preview_id=588&preview_nonce=aa63318ece&post_format=standard,1,1,00:06:26,0,0.00%,0.00%,$0.00
/?p=593&preview=true&preview_id=593&preview_nonce=d8a7027e15&post_format=standard,1,1,00:00:33,0,0.00%,0.00%,$0.00
/?p=604&preview=true&preview_id=604&preview_nonce=2d9236b832&post_format=standard,1,1,00:02:38,0,0.00%,0.00%,$0.00
/?p=615&preview=true,1,1,00:25:27,0,0.00%,0.00%,$0.00
/?p=617&preview=true,1,1,00:00:40,0,0.00%,0.00%,$0.00
/?p=623&preview=true&preview_id=623&preview_nonce=7951a0386b&post_format=standard,1,1,00:00:44,0,0.00%,0.00%,$0.00
/?p=629&preview=true,1,1,00:00:35,0,0.00%,0.00%,$0.00
/?p=632&preview=true,1,1,00:00:25,0,0.00%,0.00%,$0.00
/?p=652&preview=true,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=659&preview=true&preview_id=659&preview_nonce=217042d055&post_format=standard,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?p=665&preview=true&preview_id=665&preview_nonce=57b679c6e6&post_format=standard,1,1,00:01:09,0,0.00%,0.00%,$0.00
/?p=670&preview=true&preview_id=670&preview_nonce=efa712df9c&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=676&preview=true&preview_id=676&preview_nonce=e78dc8dd05&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=766&preview=true,1,1,00:01:49,0,0.00%,0.00%,$0.00
/?p=791&preview=true,1,1,00:01:47,0,0.00%,0.00%,$0.00
/?p=807&preview=true,1,1,00:01:58,1,0.00%,0.00%,$0.00
/?p=816&preview=true&preview_id=816&preview_nonce=81e9a3728e&post_format=standard,1,1,00:07:04,0,0.00%,0.00%,$0.00
/?p=831&preview=true,1,1,00:00:39,0,0.00%,0.00%,$0.00
/?p=855&preview=true,1,1,00:00:38,0,0.00%,0.00%,$0.00
/?p=863&preview=true&preview_id=863&preview_nonce=a2c75907a3&post_format=standard,1,1,00:09:59,0,0.00%,0.00%,$0.00
/?p=893&preview=true,1,1,00:05:42,0,0.00%,0.00%,$0.00
/?p=893&preview=true&preview_id=893&preview_nonce=07e514698f&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=902&preview=true&preview_id=902&preview_nonce=a0e297e01c&post_format=standard,1,1,00:00:51,0,0.00%,0.00%,$0.00
/?p=908&preview=true&preview_id=908&preview_nonce=888501c549&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?p=922&preview=true&preview_id=922&preview_nonce=4c8a831937&post_format=standard,1,1,00:02:23,1,0.00%,0.00%,$0.00
/?p=941&preview=true&preview_id=941&preview_nonce=1eb0674b1f&post_format=standard,1,1,00:01:33,0,0.00%,0.00%,$0.00
/?p=946&preview=true,1,1,00:00:22,0,0.00%,0.00%,$0.00
/?p=985&preview=true&preview_id=985&preview_nonce=ea17de0b03&post_format=standard,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=10/27&submit=Search,1,1,00:00:28,0,0.00%,0.00%,$0.00
/?s=aaron+brogan&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=Abortion&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=abortions&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=acai+price+increase&submit=Search,1,1,00:23:28,0,0.00%,0.00%,$0.00
/?s=Aidan&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=allah&submit=Search,1,1,00:21:03,0,0.00%,0.00%,$0.00
/?s=Amin&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=ammar&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=Amnesty&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=amo&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=Amos&submit=Search,1,1,00:00:12,0,0.00%,0.00%,$0.00
/?s=Amos+&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=anastasia&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=andrew+young&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=Angela+LaScala-Gruenewald&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=anna+mather&submit=Search,1,1,00:00:22,0,0.00%,0.00%,$0.00
/?s=anne+frank&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=apratim&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=arizona&submit=Search,1,1,00:00:30,0,0.00%,0.00%,$0.00
/?s=austin&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=bernie+sanders&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=bianism&submit=Search,1,1,00:00:38,0,0.00%,0.00%,$0.00
/?s=Biden&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=billy+fairless,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=blake&submit=Search,1,1,00:00:03,0,0.00%,0.00%,$0.00
/?s=blobaum&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=Booker&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=caitlyn+wiley&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=carmen+marti&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=carmin+chapell&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=cartoon,1,1,00:00:14,0,0.00%,0.00%,$0.00
/?s=Cartoon&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=catherine+sun&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=Central+African+Republic&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=charter+schools&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=chealsea&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=chelsea&submit=Search,1,1,00:01:01,0,0.00%,0.00%,$0.00
/?s=china&submit=Search,1,1,00:00:14,0,0.00%,0.00%,$0.00
/?s=China&submit=Search,1,1,00:00:03,0,0.00%,0.00%,$0.00
/?s=chiraq&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=Christine+Schmidt&submit=Search,1,1,00:00:19,0,0.00%,0.00%,$0.00
/?s=cigarette&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=cigrattes&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=colner,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=colner&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=columns&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=cubuku&submit=Search,1,1,00:09:24,0,0.00%,0.00%,$0.00
/?s=culture&submit=Search,1,1,00:02:27,0,0.00%,0.00%,$0.00
/?s=cydney&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=dan,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=Dan+Simon&submit=Search,1,1,00:00:33,0,0.00%,0.00%,$0.00
/?s=Dana+Scott&submit=Search,1,1,00:00:20,0,0.00%,0.00%,$0.00
/?s=debt+ceiling&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=diego&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=Education&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=Emma+Herman&submit=Search,1,1,00:00:15,0,0.00%,0.00%,$0.00
/?s=environment&submit=Search,1,1,00:00:19,0,0.00%,0.00%,$0.00
/?s=Eric&submit=Search,1,1,00:00:14,0,0.00%,0.00%,$0.00
/?s=Eve&submit=Search,1,1,00:00:09,0,0.00%,0.00%,$0.00
/?s=favreau&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=Favreau&submit=Search,1,1,00:00:25,0,0.00%,0.00%,$0.00
/?s=fcc&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=Fracking&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=george+will&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=granna&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=grannna&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=grassley,1,1,00:00:02,0,0.00%,0.00%,$0.00
/?s=gupta&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=guy&submit=Search,1,1,00:00:14,0,0.00%,0.00%,$0.00
/?s=Guy&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=headwaters+economics&submit=Search,1,1,00:00:05,0,0.00%,0.00%,$0.00
/?s=hodgson&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=huber&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=impact+of+acai+superfrit+non+local+consumers&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Indonesia-Australia&submit=Search,1,1,00:00:38,0,0.00%,0.00%,$0.00
/?s=instagram&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=institute+of+politics&submit=Search,1,1,00:00:40,0,0.00%,0.00%,$0.00
/?s=internet&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=interview&submit=Search,1,1,00:00:06,0,0.00%,0.00%,$0.00
/?s=islam&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=jaiveer+mariwala&submit=Search,1,1,00:00:07,0,0.00%,0.00%,$0.00
/?s=jane+hube&submit=Search,1,1,00:00:04,0,0.00%,0.00%,$0.00
/?s=jane+huber&submit=Search,1,1,00:00:10,0,0.00%,0.00%,$0.00
/?s=jared&submit=Search,1,1,00:00:11,0,0.00%,0.00%,$0.00
/?s=jobs&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=Joglekar&submit=Search,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?s=johnathan&submit=Search,1,1,00:00:08,0,0.00%,0.00%,$0.00
/?s=Johnathan+Guy&submit=Search,1,1,00:00:58,0,0.00%,0.00%,$0.00
/?s=johnny+guy&submit=Search,1,1,00:00:30,0,0.00%,0.00%,$0.00
